trade_date,code,rank,u1_score,ret_1
2021-02-25,1,2,-0.0034448446420597,-0.0035175879396984744
2021-02-25,2,3,-0.0379605640147742,
2021-02-26,0,1,-0.0277393093626957,
2021-02-26,1,2,-0.0376393848436801,-0.03580433686333828
2021-02-26,2,3,-0.0377156299463675,
2021-03-01,0,1,0.0225506665174878,
2021-03-01,1,2,0.0047343209664504,0.0036610878661087476
2021-03-01,2,3,0.0043385321177264,
2021-03-02,0,1,0.011789538681764,
2021-03-02,1,2,0.007356085586114,0.010422094841062934
2021-03-02,2,3,-0.0139385853482388,
2021-03-03,0,1,0.0530627013059732,
2021-03-03,1,2,0.0530627013059732,0.07013924703455388
2021-03-03,2,3,-0.0034835272720584,
2021-03-04,0,1,-0.0043553571806047,
2021-03-04,1,2,-0.0048061899748023,-0.00433734939759034
2021-03-04,2,3,-0.0381394551731025,
2021-03-05,0,1,0.0032755053049075,
2021-03-05,1,2,-0.0018168215294874,-0.028073572120038803
2021-03-05,2,3,-0.0360875948865898,
2021-03-08,0,1,-0.0128121448746575,
2021-03-08,1,2,-0.0371871610915702,-0.03685258964143423
2021-03-08,2,3,-0.0371871610915702,
2021-03-09,0,1,0.0142859632029339,
2021-03-09,1,2,-0.0018639934096656,-0.03877973112719757
2021-03-09,2,3,-0.0372124218564528,
2021-03-10,0,1,-0.0014652132483607,
2021-03-10,1,2,-0.0027022814312743,-0.02420656266810106
2021-03-10,2,3,-0.0299833392898124,
2021-03-11,0,1,0.0531152342542414,
2021-03-11,1,2,0.0224786903544865,0.047960308710033095
2021-03-11,2,3,0.0131243345517303,
2021-03-12,0,1,0.0534441841306845,
2021-03-12,1,2,0.0124040356953987,0.011046817464492209
2021-03-12,2,3,-0.0002072790071359,
2021-03-15,0,1,0.023262133655965,
2021-03-15,1,2,0.0057797154162774,0.00624349635796051
2021-03-15,2,3,-0.035739438352312,
2021-03-16,0,1,0.0035739956221286,
2021-03-16,1,2,-0.0009947107284919,0.0031023784901758056
2021-03-16,2,3,-0.0333630386328993,
2021-03-17,0,1,0.0093122148520056,
2021-03-17,1,2,-0.0244558735745961,-0.023711340206185483
